iter	Logloss
0	0.5835074601
1	0.4793999012
2	0.3572655703
3	0.3056307518
4	0.2521655136
5	0.2201420486
6	0.1876381341
7	0.1681397001
8	0.1520644856
9	0.1359467857
10	0.1237679902
11	0.1153523843
12	0.1106439203
13	0.105844741
14	0.1022975376
15	0.09910957569
16	0.09671649365
17	0.09462926155
18	0.09270579338
19	0.0915982903
20	0.09065618125
21	0.08970622717
22	0.0879886049
23	0.08717933009
24	0.08658677203
25	0.08605009609
26	0.08554070725
27	0.08506475602
28	0.08414382599
29	0.08371267106
30	0.0833842238
31	0.08313709773
32	0.08281336212
33	0.08254487701
34	0.08229027451
35	0.08171823228
36	0.08150541946
37	0.08136520418
38	0.08123866974
39	0.08110495739
40	0.0807477032
41	0.08061881352
42	0.08050978438
43	0.08041148024
44	0.08024630773
45	0.08014904883
46	0.08002428707
47	0.07993280715
48	0.07984448475
49	0.0797597333
50	0.07969173859
51	0.07963990414
52	0.07954974386
53	0.07946955299
54	0.07945606362
55	0.07940490492
56	0.07917508293
57	0.07913462734
58	0.07905516515
59	0.07900469419
60	0.07893493681
61	0.07888690065
62	0.07884513308
63	0.07880825765
64	0.07873403435
65	0.07866635647
66	0.07865153776
67	0.07864050693
68	0.07860022791
69	0.07852777372
70	0.07849613035
71	0.07844302489
72	0.07839460324
73	0.07837782925
74	0.07834413269
75	0.07829929509
76	0.07824101476
77	0.07819717188
78	0.07816479754
79	0.07812618082
80	0.0781014813
81	0.078077485
82	0.0780599441
83	0.07804219258
84	0.07784473106
85	0.07780764052
86	0.07779764072
87	0.07776983182
88	0.0777697798
89	0.07774704225
90	0.0777368631
91	0.07770270135
92	0.07768397345
93	0.07764575627
94	0.07759636372
95	0.07758869381
96	0.07745307319
97	0.0774389183
98	0.07742406411
99	0.07741113985
100	0.07740072229
101	0.07737302845
102	0.07734720555
103	0.07731129573
104	0.07729562185
105	0.07728482467
106	0.07727309359
107	0.07727025308
108	0.07727025199
109	0.07726281177
110	0.07725159277
111	0.0772153084
112	0.07719422156
113	0.07716497587
114	0.07713580383
115	0.07711339946
116	0.07710020832
117	0.07698179512
118	0.07695265635
119	0.07695173861
120	0.07692453708
121	0.07687924704
122	0.07685533782
123	0.0768294192
124	0.07681750357
125	0.07681750156
126	0.0768097369
127	0.07678021547
128	0.07676881191
129	0.07673113167
130	0.07671573166
131	0.07669102345
132	0.07667750759
133	0.07665444436
134	0.076652137
135	0.07665020714
136	0.07664661232
137	0.07662047434
138	0.07658728071
139	0.0765842973
140	0.07655318722
141	0.07655318565
142	0.07654574795
143	0.07654079365
144	0.0765356252
145	0.07652399426
146	0.0765227217
147	0.07652208775
148	0.07650293005
149	0.07648923559
150	0.07647186337
151	0.07646961326
152	0.07644897121
153	0.07642290694
154	0.07638011504
155	0.07635785139
156	0.07632899936
157	0.07632396574
158	0.07632396436
159	0.07632043678
160	0.07629987202
161	0.07627294702
162	0.07624604829
163	0.0762250184
164	0.0761957467
165	0.07615010273
166	0.07611424117
167	0.07609687621
168	0.07607394816
169	0.07605665668
170	0.07604608089
171	0.07603766584
172	0.07601050828
173	0.07597826714
174	0.07596788721
175	0.07593816226
176	0.07593048953
177	0.075909482
178	0.07588018758
179	0.07586934676
180	0.07585644665
181	0.07583741719
182	0.07581811224
183	0.07576988133
184	0.07576954182
185	0.07574311657
186	0.07573307794
187	0.07569712175
188	0.07566326398
189	0.07558147674
190	0.07557402881
191	0.07554914396
192	0.07551465785
193	0.07550432759
194	0.07549746223
195	0.0754923003
196	0.07547763807
197	0.07547738546
198	0.07544155039
199	0.07541757167
200	0.07540722575
201	0.07539268503
202	0.07537777689
203	0.07533522987
204	0.07530837996
205	0.07530818544
206	0.07529275476
207	0.07527174322
208	0.07526661873
209	0.07524674199
210	0.07521481443
211	0.07518427422
212	0.07515378378
213	0.07512187528
214	0.07511471889
215	0.07508399867
216	0.07506757761
217	0.0750645494
218	0.07499961192
219	0.07499832549
220	0.07497305736
221	0.07495110036
222	0.07493174286
223	0.07492609971
224	0.07491450763
225	0.07488826673
226	0.07488331657
227	0.07487757683
228	0.07486014697
229	0.07485330071
230	0.07483832629
231	0.07483202821
232	0.07479225336
233	0.07477730872
234	0.07475984427
235	0.07474518996
236	0.07472094408
237	0.07471201531
238	0.07468502666
239	0.07466797077
240	0.07466213211
241	0.07461056124
242	0.07460826837
243	0.07459001086
244	0.07458157629
245	0.07456446286
246	0.07452486282
247	0.07451382331
248	0.07450897013
249	0.07446986775
250	0.07444669963
251	0.0744249383
252	0.07442021677
253	0.07440626444
254	0.07440323397
255	0.07437781212
256	0.07434538597
257	0.0743446309
258	0.07432305834
259	0.0743154801
260	0.07430196157
261	0.07426666906
262	0.07425834512
263	0.07424363451
264	0.07423028009
265	0.07422621589
266	0.07420728266
267	0.07419895963
268	0.07419832214
269	0.07417870819
270	0.07413523479
271	0.07413393426
272	0.0741257351
273	0.07408754557
274	0.07407062267
275	0.07406131867
276	0.07404280282
277	0.07403297574
278	0.07398355782
279	0.07398170763
280	0.07397025125
281	0.07396593889
282	0.07393986354
283	0.07392200047
284	0.07391318981
285	0.07390266744
286	0.07389002114
287	0.07388598553
288	0.0738798346
289	0.07385753142
290	0.07384477088
291	0.07382380461
292	0.07381905933
293	0.07380103603
294	0.07379475125
295	0.0737747124
296	0.07377115526
297	0.07376663728
298	0.07375782273
299	0.07375372354
300	0.0737177808
301	0.07370631019
302	0.07370435598
303	0.07367217392
304	0.07365186289
305	0.07365032461
306	0.07363740746
307	0.07362705641
308	0.07360800323
309	0.07357596591
310	0.07357175414
311	0.07355029842
312	0.0735432738
313	0.07354000137
314	0.07350848322
315	0.07348130393
316	0.07347123075
317	0.07344526241
318	0.07339729719
319	0.07338005962
320	0.07336956651
321	0.0733414942
322	0.07332489155
323	0.0732926096
324	0.0732610554
325	0.07322776027
326	0.07319529251
327	0.07316971962
328	0.07315816824
329	0.0731544983
330	0.07313840169
331	0.07310902027
332	0.07308701679
333	0.07306236415
334	0.07304295163
335	0.07301934662
336	0.07299249612
337	0.07298657172
338	0.07295544712
339	0.07293310614
340	0.072918699
341	0.07291601841
342	0.07289613664
343	0.07289380806
344	0.07287761269
345	0.07287339701
346	0.07284275174
347	0.07283415891
348	0.07281912635
349	0.07278922684
350	0.07278624092
351	0.07277753415
352	0.07276981057
353	0.07274422125
354	0.07270771985
355	0.0726818808
356	0.07267194184
357	0.07264320456
358	0.07261913707
359	0.0726044161
360	0.07259464067
361	0.07257264305
362	0.07254679648
363	0.07253395041
364	0.0725245674
365	0.0725113596
366	0.07250036815
367	0.07249671003
