iter	Logloss
0	0.5395259827
1	0.4556353821
2	0.3853443604
3	0.3062025024
4	0.2613694977
5	0.2237112366
6	0.2011695572
7	0.1821325516
8	0.1676199768
9	0.1459796188
10	0.1348389603
11	0.1236950958
12	0.1188685974
13	0.1111069153
14	0.1061267654
15	0.1024930611
16	0.09933634796
17	0.0973002449
18	0.09537495728
19	0.09328487015
20	0.09148154984
21	0.09050458908
22	0.08978565292
23	0.08876195755
24	0.08795412903
25	0.08712559967
26	0.08639540405
27	0.08578449631
28	0.08513292542
29	0.0848284996
30	0.0844305336
31	0.08356153488
32	0.08323792343
33	0.08305533371
34	0.08272297668
35	0.08248074036
36	0.08193918381
37	0.08177661743
38	0.08160416336
39	0.08141729202
40	0.0813226593
41	0.08116741867
42	0.08106789246
43	0.08092723923
44	0.08081939468
45	0.08069614334
46	0.08058525848
47	0.08050324631
48	0.08043702469
49	0.08031818542
50	0.08024117508
51	0.08016920547
52	0.08008989487
53	0.07999233627
54	0.07992053223
55	0.07984971542
56	0.07954960403
57	0.07929801483
58	0.07921793518
59	0.07917548828
60	0.07911114502
61	0.07906715317
62	0.07902434769
63	0.0789673317
64	0.07892365646
65	0.07887573318
66	0.07881515427
67	0.0787603157
68	0.0786664238
69	0.07858617172
70	0.07855450897
71	0.07849871902
72	0.07846475449
73	0.0784033783
74	0.07823538284
75	0.07821977005
76	0.0781540657
77	0.07812511902
78	0.07807126083
79	0.07802747345
80	0.07799250717
81	0.07794595184
82	0.07790804138
83	0.0778703186
84	0.07775753403
85	0.07772312469
86	0.07768482285
87	0.07765081558
88	0.07760425568
89	0.07757220306
90	0.07752865906
91	0.07749875793
92	0.07747268219
93	0.07742979279
94	0.07740911484
95	0.07735232773
96	0.077317173
97	0.07727393188
98	0.07724458084
99	0.07722814789
100	0.0771791626
101	0.07714481888
102	0.07711833725
103	0.07708587723
104	0.0770673851
105	0.07704926071
106	0.07703119965
107	0.07699690399
108	0.07697047501
109	0.07693225708
110	0.07690355682
111	0.07687353897
112	0.0768504364
113	0.07682464523
114	0.07682456818
115	0.07679785538
116	0.0767595314
117	0.07672181473
118	0.07669696579
119	0.07668314056
120	0.07663613281
121	0.07661581116
122	0.07658196106
123	0.07656732788
124	0.07655096359
125	0.07645254059
126	0.07644354172
127	0.07642387543
128	0.07640813904
129	0.07639077911
130	0.07636706467
131	0.07632003174
132	0.07629188461
133	0.07626246719
134	0.07622264862
135	0.07620701904
136	0.07616507492
137	0.07615840378
138	0.07612320328
139	0.07608076553
140	0.0760536087
141	0.07601877213
142	0.07598613205
143	0.07596162796
144	0.07594316483
145	0.07592646027
146	0.07590591431
147	0.07587599564
148	0.07585428238
149	0.07583256683
150	0.07581991348
151	0.07581163101
152	0.07578914795
153	0.07575756683
154	0.0757180191
155	0.07569990234
156	0.075682444
157	0.07566033173
158	0.07558111572
159	0.07552283707
160	0.07548672562
161	0.07547001343
162	0.07543927002
163	0.07542171936
164	0.07540293884
165	0.07536997986
166	0.07535983047
167	0.0753347908
168	0.07531092987
169	0.07528149109
170	0.07525873947
171	0.07522202988
172	0.07518347626
173	0.07515310135
174	0.07512419586
175	0.07509561844
176	0.07506652222
177	0.07502398453
178	0.07500071182
179	0.07498685455
180	0.07495348434
181	0.07492039337
182	0.0748874649
183	0.074873909
184	0.07480398102
185	0.07477608948
186	0.07475300369
187	0.07472840195
188	0.07469253311
189	0.07466877289
190	0.07463628159
191	0.0746151474
192	0.07458183289
193	0.07452738876
194	0.07449721146
195	0.07447037506
196	0.0744489006
197	0.0744128006
198	0.0743739624
199	0.07434498749
200	0.0743112854
201	0.07428629837
202	0.07425142059
203	0.07423171158
204	0.07420831146
205	0.07418759842
206	0.07416238861
207	0.07413920975
208	0.07412227554
209	0.07409636307
210	0.07407269287
211	0.07405517807
212	0.07401808701
213	0.07398295059
214	0.07395292664
215	0.07394030151
216	0.07392533417
217	0.07389942245
218	0.07388591919
219	0.07386515808
220	0.07384186249
221	0.07383065033
222	0.07379943924
223	0.07377599869
224	0.07375396423
225	0.07372677078
226	0.07371206055
227	0.07368893204
228	0.07366436996
229	0.07365267792
230	0.07363058014
231	0.07362034683
232	0.07360172577
233	0.07357837906
234	0.07356509399
235	0.07354771957
236	0.07352716751
237	0.07348929825
238	0.07347066956
239	0.07345042038
240	0.07343110199
241	0.07339636841
242	0.07337369156
243	0.07333613892
244	0.07331744461
245	0.07328745041
246	0.0732692009
247	0.07325550079
248	0.07323999786
249	0.07321659393
250	0.07319498749
251	0.07317944183
252	0.07312842789
253	0.07311283264
254	0.07309844742
255	0.07308151093
256	0.07306153412
257	0.07303857956
258	0.07301567307
259	0.07299428406
260	0.07296646881
261	0.07295317688
262	0.07292767715
263	0.07290427933
264	0.07288356094
265	0.07287139053
266	0.07284412079
267	0.07282130661
268	0.07280561676
269	0.07277566681
270	0.07274743271
271	0.07271944809
272	0.07270209579
273	0.07267922592
274	0.07267012939
275	0.07265220337
276	0.07263222122
277	0.07261028137
278	0.07259104462
279	0.07257373352
280	0.07255320587
281	0.07253330307
282	0.07250359421
283	0.07248339767
284	0.07246147461
285	0.07244630432
286	0.07242023239
287	0.07238219604
288	0.07235583725
289	0.07233259048
290	0.07232033157
291	0.07227984085
292	0.07224857025
293	0.07223797607
294	0.07221997299
295	0.07219707718
296	0.07217694321
297	0.0721512619
298	0.07213142014
299	0.07210905991
300	0.0720692009
301	0.07206132355
302	0.07204203262
303	0.07202879257
304	0.0720021431
305	0.07197875824
306	0.07195494156
307	0.0719381073
