model,train_accuracy,train_auc,test_accuracy,test_auc,precision,recall,f1_score,training_time
CatBoost,0.9782125,0.9894985272934829,0.9718,0.9786809484291005,0.9635332252836305,0.6961358313817331,0.8082936777702243,23.57693123817444
