model,train_accuracy,train_auc,test_accuracy,test_auc,precision,recall,f1_score,training_time
XGBoost,0.9764,0.9904260772651724,0.97105,0.9781918747449007,0.9541432019308126,0.6943793911007026,0.8037953236191122,0.44220542907714844
